SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,exchange
GANDHITUBE,EQ,355.4,355.4,332,342.75,345.85,340.7,383,132205.9,10-JUL-2017,20,INE524B01027,nse
GANECOS,EQ,391.85,393.95,385,388.5,386.1,385.9,7500,2916406.45,10-JUL-2017,259,INE845D01014,nse
GANESHHOUC,EQ,141.8,158,140.2,154.65,154.5,141.8,466165,71345018.6,10-JUL-2017,4913,INE460C01014,nse
GARDENSILK,EQ,30.1,30.7,30.1,30.4,30.35,30.1,2863,87016.7,10-JUL-2017,23,INE526A01016,nse
GARWALLROP,EQ,925,945,910,940.45,943.05,915.75,8834,8256670.6,10-JUL-2017,637,INE276A01018,nse
GATI,EQ,132,132,127.6,129,129,127.6,223810,28990486.15,10-JUL-2017,2188,INE152B01027,nse
GAYAPROJ,EQ,182,182,168.9,176.5,176.65,177.3,187783,32905950.8,10-JUL-2017,2679,INE336H01023,nse
GDL,EQ,283.45,286.95,266.5,274.1,275.95,283.55,55201,15269516.85,10-JUL-2017,1048,INE852F01015,nse
GEECEE,EQ,130.1,135.65,128.5,129.15,128.5,129.15,3214,417973.4,10-JUL-2017,46,INE916G01016,nse
GENESYS,EQ,255,256,246.35,248.7,247.9,252.45,28763,7250318.55,10-JUL-2017,511,INE727B01026,nse
GENUSPAPER,EQ,5.05,5.15,5.05,5.1,5.05,5.05,5353,27182.2,10-JUL-2017,11,INE949P01018,nse
GENUSPOWER,EQ,50,51.5,49,50.9,50.6,50,129779,6581449.9,10-JUL-2017,393,INE955D01029,nse
GEOJITFSL,EQ,108.55,109.15,106.6,108.4,108.25,108.1,90562,9796806.4,10-JUL-2017,529,INE007B01023,nse
GEPIL,EQ,650,684.4,650,664.1,660,651.1,3763,2491795.5,10-JUL-2017,135,INE878A01011,nse
GESHIP,EQ,414,420.5,400.05,419.15,420.5,413.15,19827,8279719.9,10-JUL-2017,355,INE017A01032,nse
GET&D,EQ,334.85,338,333.5,334.95,335.2,333.5,4316,1445602.45,10-JUL-2017,146,INE200A01026,nse
GHCL,EQ,241.5,246.8,235,241.7,242.4,240.35,16156,3903300.7,10-JUL-2017,375,INE539A01019,nse
GICHSGFIN,EQ,562,568.95,556.9,561.15,561.15,560.5,20478,11516622.25,10-JUL-2017,594,INE289B01019,nse
GILLANDERS,EQ,67,67,66,66.8,66.8,68.45,2875,191906.05,10-JUL-2017,25,INE047B01011,nse
GILLETTE,EQ,5169,5256,5027,5216.8,5223,5169,1754,9130754.7,10-JUL-2017,310,INE322A01010,nse
GINNIFILA,EQ,62.3,62.3,49.4,60.95,60.3,61.3,156655,9557195,10-JUL-2017,1032,INE424C01010,nse
GIPCL,EQ,130.5,130.5,128.05,129.55,130,129.3,67964,8791844.35,10-JUL-2017,590,INE162A01010,nse
GITANJALI,EQ,64.4,64.95,63,63.55,63.6,64.05,46313,2945065.6,10-JUL-2017,513,INE346H01014,nse
GKWLIMITED,EQ,420,428.9,350.3,420.05,421.05,428.9,780,309908.35,10-JUL-2017,57,INE528A01020,nse
GLAXO,EQ,2595.05,2666,2554,2611.9,2620,2583.45,4665,12136938.45,10-JUL-2017,688,INE159A01016,nse
GLENMARK,EQ,671.55,680,665,677.3,678,665.25,262108,177126479.8,10-JUL-2017,5480,INE935A01035,nse
GLOBALVECT,EQ,177.05,179.05,172.6,174,173.95,175.7,45509,7960628,10-JUL-2017,625,INE792H01019,nse
GLOBE,SM,51.7,51.95,51.5,51.5,51.5,51.4,12000,619900,10-JUL-2017,6,INE581X01013,nse
GLOBOFFS,EQ,36.35,36.4,35.15,35.75,35.9,34.75,17852,638742.15,10-JUL-2017,188,INE446C01013,nse
GLOBUSSPR,EQ,74.8,75.1,73.3,74,73.5,73.7,14764,1096681.05,10-JUL-2017,177,INE615I01010,nse
GMBREW,EQ,486,493.95,474.05,481.35,480,484.75,13030,6308491.45,10-JUL-2017,667,INE075D01018,nse
GMDCLTD,EQ,148.95,150,147.05,147.35,147.1,148.8,59052,8749141.7,10-JUL-2017,979,INE131A01031,nse
GMRINFRA,EQ,19.3,21.2,18.45,19,18.95,19.3,10518942,200520564.1,10-JUL-2017,5461,INE776C01039,nse
GNA,EQ,246.7,256.6,245.05,254.1,256,243.6,51590,13036817.3,10-JUL-2017,780,INE934S01014,nse
GNFC,EQ,286,292.85,276,285,285.35,284.3,93853,26858034.1,10-JUL-2017,1146,INE113A01013,nse
GOACARBON,EQ,300,325.05,289.95,312.95,315,295.5,584261,181170007.7,10-JUL-2017,9415,INE426D01013,nse
GOCLCORP,EQ,393,407,386,399.7,393,393.7,1573,626639.7,10-JUL-2017,62,INE077F01035,nse
GODFRYPHLP,EQ,1251,1265,1240,1247.15,1250.95,1250.3,25260,31690575.7,10-JUL-2017,1189,INE260B01028,nse
GODREJCP,EQ,980,985,952,974.65,974.95,971,61538,60005810.35,10-JUL-2017,3552,INE102D01028,nse
GODREJIND,EQ,671.45,671.45,659.3,663.05,664.5,658.7,38658,25634501.25,10-JUL-2017,846,INE233A01035,nse
GODREJPROP,EQ,517,522,515.4,518.35,517.8,516.25,18773,9733151.05,10-JUL-2017,441,INE484J01027,nse
GOENKA,BZ,0.4,0.45,0.4,0.4,0.4,0.4,30800,12360,10-JUL-2017,5,INE516K01024,nse
GOKEX,EQ,102,103,96,101.55,101.15,98.9,173186,17503049.5,10-JUL-2017,1231,INE887G01027,nse
GOKUL,EQ,21.5,22.6,21.15,21.95,22.35,21.9,16041,351117.5,10-JUL-2017,62,INE020J01029,nse
GOKULAGRO,EQ,26.5,26.75,25.8,26.4,26.2,26.05,4714,124506.7,10-JUL-2017,47,INE314T01025,nse
GOLDBEES,EQ,2531.1,2531.1,2475.5,2509.9,2510.9,2538.9,8456,21212345.75,10-JUL-2017,1115,INF732E01102,nse
GOLDENTOBC,BE,56.15,56.15,53.8,54,54,56.15,151,8368,10-JUL-2017,4,INE973A01010,nse
GOLDIAM,EQ,81.75,83.85,80.05,82.8,82.5,81.3,7822,643134.7,10-JUL-2017,71,INE025B01017,nse
GOLDINFRA,EQ,67.75,68,62.1,64.15,64.7,65.3,13202,847347.95,10-JUL-2017,181,INE260D01016,nse
GOLDIWIN,EQ,258.9,259.4,258.9,259.3,259.3,259.9,575,148958.2,10-JUL-2017,40,INF109KB1WF4,nse
GOLDSHARE,EQ,2524.95,2524.95,2461,2505.75,2506,2527.95,403,1008517.1,10-JUL-2017,124,INF789F01059,nse
GOLDTECH,EQ,8.75,8.75,8.05,8.1,8.1,8.4,642,5437.05,10-JUL-2017,6,INE805A01014,nse
GOODLUCK,EQ,92,92,89.3,91,90.55,91.2,6023,548382.5,10-JUL-2017,58,INE127I01024,nse
GPIL,EQ,105,105.5,103.2,103.6,103.2,101.95,50500,5272101.95,10-JUL-2017,369,INE177H01013,nse
GPPL,EQ,153,153,149.05,150.95,150.3,151.45,63230,9559939.65,10-JUL-2017,723,INE517F01014,nse
GPTINFRA,EQ,242,284,240,240.95,240.4,240.6,23824,5790299.6,10-JUL-2017,298,INE390G01014,nse
GRANULES,EQ,142,147,140.9,142.75,143,141.15,157884,22524202.95,10-JUL-2017,1586,INE101D01020,nse
GRAPHITE,EQ,174,179.25,173.2,174.3,173.5,173.5,218467,38385167.25,10-JUL-2017,2747,INE371A01025,nse
GRASIM,EQ,1307.1,1375,1242.6,1255.45,1252.8,1250.85,331341,416003301.65,10-JUL-2017,8926,INE047A01021,nse
GRAVITA,EQ,84.45,84.9,82.55,83.6,82.6,83.55,43786,3676950.95,10-JUL-2017,303,INE024L01027,nse
GREAVESCOT,EQ,161,161.55,157.25,160.55,160.8,160.1,40060,6438789.3,10-JUL-2017,546,INE224A01026,nse
GREENLAM,EQ,1003.9,1067.2,880,914.45,912.3,904.4,425,400230.9,10-JUL-2017,57,INE544R01013,nse
GREENPLY,EQ,273.95,275,271.9,273.85,273.3,272.1,3586,979928.1,10-JUL-2017,119,INE461C01038,nse
GREENPOWER,EQ,9.1,9.25,9,9.15,9.1,9.1,39026,357413.65,10-JUL-2017,62,INE999K01014,nse
GRINDWELL,EQ,416.05,425.5,411.55,412.75,412,421.1,3619,1501577.5,10-JUL-2017,180,INE536A01023,nse
GROBTEA,EQ,266,266,257,263.35,257,279.2,17,4477,10-JUL-2017,4,INE646C01018,nse
GRPLTD,EQ,1400,1400,1400,1400,1400,1400,11,15400,10-JUL-2017,2,INE137I01015,nse
GRUH,EQ,496.1,499.95,478.25,496.85,496,486.75,173577,86130646.5,10-JUL-2017,1424,INE580B01029,nse
GSCLCEMENT,EQ,28.8,29.8,27.5,28.45,28.7,29,4034,115443.35,10-JUL-2017,63,INE542A01039,nse
GSFC,EQ,121.5,127,121.5,124.45,124.5,123.15,285355,35639270.95,10-JUL-2017,2597,INE026A01025,nse
GSKCONS,EQ,5481,5509,5432,5472.95,5487,5488.5,309,1692392.85,10-JUL-2017,92,INE264A01014,nse
GSPL,EQ,171.2,172.75,154.75,171.5,172.7,172.45,30097,5147389.8,10-JUL-2017,486,INE246F01010,nse
GSS,BE,21.05,22.05,21.05,22,22,21.9,160169,3523621.2,10-JUL-2017,25,INE871H01011,nse
GTL,EQ,14.85,15.25,14.3,14.9,14.85,14.9,72701,1074876.85,10-JUL-2017,239,INE043A01012,nse
GTLINFRA,EQ,5.1,5.2,5,5,5,5.15,867652,4417670.15,10-JUL-2017,391,INE221H01019,nse
GTNIND,EQ,19.5,20.7,18.1,19.1,18.55,19.3,3407,65236.85,10-JUL-2017,40,INE537A01013,nse
GTNTEX,EQ,23.5,24.9,22.5,23.95,23.7,22.9,3027,71783.4,10-JUL-2017,29,INE302H01017,nse
GTOFFSHORE,BE,13.1,13.75,12.85,12.95,13,13.45,14885,193847.85,10-JUL-2017,47,INE892H01017,nse
GTPL,EQ,180,198.1,171.2,183.2,183.15,179.2,607766,110901130.4,10-JUL-2017,5464,INE869I01013,nse
GUFICBIO,EQ,71.9,81.5,71.9,72.95,72.7,72,48112,3547068.15,10-JUL-2017,408,INE742B01025,nse
GUJALKALI,EQ,394,397,391.5,393.6,394,392.25,6313,2485934.75,10-JUL-2017,186,INE186A01019,nse
GUJAPOLLO,EQ,180.2,180.75,175.05,179,179.9,179.8,2639,470802.1,10-JUL-2017,84,INE826C01016,nse
GUJFLUORO,EQ,837,866,837,852.45,855.25,837.65,67776,57845029.1,10-JUL-2017,2509,INE538A01037,nse
GUJGASLTD,EQ,752.3,892.6,643,758.65,758,756.45,5817,4348335.85,10-JUL-2017,285,INE844O01022,nse
GUJNRECOKE,EQ,1.75,1.9,1.7,1.9,1.9,1.7,1104625,2020991,10-JUL-2017,417,INE110D01013,nse
GUJNREDVR,EQ,1.8,2.1,1.75,1.8,1.8,1.75,72108,139570.1,10-JUL-2017,44,IN9110D01011,nse
GULFOILLUB,EQ,810,859.5,807.05,818.45,826,814.8,1612,1328913.3,10-JUL-2017,136,INE635Q01029,nse
GULFPETRO,EQ,90.85,92.7,89.2,90.7,90.25,91.15,14565,1326006.1,10-JUL-2017,174,INE586G01017,nse
GULPOLY,EQ,94,98.9,92.1,97.2,97,94.5,16609,1607989,10-JUL-2017,357,INE255D01024,nse
GVKPIL,EQ,8.2,8.35,7.95,8,8.05,8.15,2148532,17398687.15,10-JUL-2017,962,INE251H01024,nse
HANUNG,EQ,4.15,4.3,3.8,4.05,4.2,4,7101,28788.85,10-JUL-2017,42,INE648H01013,nse
HARITASEAT,EQ,819,820,805,812.35,810.5,809.9,2848,2319382.35,10-JUL-2017,140,INE939D01015,nse
HARRMALAYA,EQ,80.9,83.4,80.6,82.4,82.2,80.95,108500,8964023.15,10-JUL-2017,799,INE544A01019,nse
HATHWAY,EQ,36.05,36.75,35.55,36.15,36.1,36.25,55637,2016971.15,10-JUL-2017,255,INE982F01036,nse
HATSUN,EQ,639,649,624.55,637.35,636.2,628.35,5271,3353558.65,10-JUL-2017,273,INE473B01035,nse
HAVELLS,EQ,470.55,479.9,469.15,474.5,474,469.05,83424,39506589.65,10-JUL-2017,1995,INE176B01034,nse
HBLPOWER,EQ,45.55,47,45.45,45.65,45.8,45.25,92263,4241999.95,10-JUL-2017,517,INE292B01021,nse
HBSTOCK,BE,26.95,26.95,25.3,26.7,26.7,26.25,769,20615.9,10-JUL-2017,10,INE550B01014,nse
HCC,EQ,41.6,42,40.95,41.1,41.45,41.15,635667,26224086.55,10-JUL-2017,1599,INE549A01026,nse
HCG,EQ,262,262,252.9,259.2,258.75,255.5,2205,571912.8,10-JUL-2017,157,INE075I01017,nse
HCL-INSYS,EQ,48,48.95,47.35,48.4,48,48.1,351046,16955660.15,10-JUL-2017,1899,INE236A01020,nse
HCLTECH,EQ,834,856.85,830.1,849.65,848.55,831.9,234294,198361677,10-JUL-2017,4274,INE860A01027,nse
HDFC,EQ,1678,1678,1580.3,1638.85,1636,1629.15,380665,622368221.85,10-JUL-2017,10092,INE001A01036,nse
HDFC,W2,265,265,265,265,265,260,7300,1934500,10-JUL-2017,1,INE001A13031,nse
HDFCBANK,EQ,1670.7,1748,1661.05,1676.35,1674,1667.2,334769,560535368.7,10-JUL-2017,6377,INE040A01026,nse
HDFCMFGETF,EQ,2588,2589,2552,2561.35,2561,2593.3,553,1422172.1,10-JUL-2017,252,INF179K01CN1,nse
HDFCNIFETF,EQ,996,1016,932.98,997.43,996.5,984.4,14488,14269146.92,10-JUL-2017,65,INF179KB1KP3,nse
HDFCSENETF,EQ,3030.2,3038.2,3030.2,3038.2,3038.2,3218.04,450,1364790,10-JUL-2017,3,INF179KB1KQ1,nse
HDIL,EQ,87,87.8,82.6,85.9,85.9,85.25,2310707,199254888.35,10-JUL-2017,9070,INE191I01012,nse
HEG,EQ,406.55,421.75,389,416.1,415.5,403.6,88841,36807532.75,10-JUL-2017,2548,INE545A01016,nse
HEIDELBERG,EQ,134,136.15,132.5,133.75,133.5,132.1,80686,10841977.75,10-JUL-2017,742,INE578A01017,nse
HERCULES,EQ,154.9,155.5,149.6,152.05,151.65,153,2871,436875.4,10-JUL-2017,87,INE688E01024,nse
HERITGFOOD,EQ,1080,1088.95,1053.45,1080,1080,1074.95,5241,5664947.45,10-JUL-2017,260,INE978A01019,nse
HEROMOTOCO,EQ,3699.55,3740,3687,3731,3725.2,3681.65,43195,160888828.4,10-JUL-2017,3510,INE158A01026,nse
HESTERBIO,EQ,1115,1185.1,1068.7,1161.15,1156,1118,10913,12559074.1,10-JUL-2017,788,INE782E01017,nse
HEXATRADEX,EQ,19.3,20,19,19.75,20,19.75,12748,249928.9,10-JUL-2017,40,INE750M01017,nse
HEXAWARE,EQ,240,245.95,236.45,244.65,245.7,237.85,270200,65932244.7,10-JUL-2017,2306,INE093A01033,nse
HFCL,EQ,16.5,18.35,15,15.25,15.25,15.3,1524361,23671525.75,10-JUL-2017,2847,INE548A01028,nse
HGS,EQ,530,598.9,529.05,533.35,530.1,527,1888,1011566.7,10-JUL-2017,131,INE170I01016,nse
HIGHGROUND,EQ,14.7,16.75,14.65,15.25,15.25,14.5,54052,820572.4,10-JUL-2017,168,INE361M01021,nse
HIKAL,EQ,207.5,212,202.25,204.55,204,203.05,2511,514046.3,10-JUL-2017,77,INE475B01022,nse
HIL,EQ,1042.4,1050,1027.6,1045.7,1045,1048.55,3325,3463645,10-JUL-2017,232,INE557A01011,nse
HILTON,EQ,35.4,38.5,35.4,37.55,37.4,36.35,13906,518529.65,10-JUL-2017,90,INE788H01017,nse
HIMATSEIDE,EQ,361.1,367,342,360.25,361,365.1,5711,2056188.2,10-JUL-2017,241,INE049A01027,nse
HINDALCO,EQ,199,205.15,182.6,195.8,196.25,194.9,3395722,666108165.75,10-JUL-2017,8618,INE038A01020,nse
HINDCOMPOS,EQ,645,647,623,630.35,633,645,3020,1907383.9,10-JUL-2017,222,INE310C01029,nse
HINDCOPPER,EQ,65,66.95,65,65.5,65.7,65.15,84963,5563822,10-JUL-2017,719,INE531E01026,nse
HINDDORROL,BE,2.9,3.1,2.9,2.9,2.9,3.05,1026,2980.4,10-JUL-2017,4,INE551A01022,nse
HINDMOTORS,EQ,8.2,8.2,8.05,8.1,8.15,8.3,84866,689676.75,10-JUL-2017,171,INE253A01025,nse
HINDNATGLS,EQ,92.2,98.7,92.2,97.95,97.95,93.7,160,15392,10-JUL-2017,5,INE952A01022,nse
HINDOILEXP,EQ,72.4,73.05,72,72.6,72.65,72.15,47748,3468338.3,10-JUL-2017,669,INE345A01011,nse
HINDPETRO,EQ,513.95,529.8,487.35,512.6,512.4,501.45,1003509,513137951.15,10-JUL-2017,7627,INE094A01015,nse
HINDUJAVEN,EQ,479.95,479.95,460.2,467.25,465,463.85,185,86227.1,10-JUL-2017,24,INE353A01023,nse
HINDUNILVR,EQ,1150,1150,1090,1096.25,1096,1097.7,155828,171193942.25,10-JUL-2017,4583,INE030A01027,nse
HINDZINC,EQ,269.05,269.9,266.55,268.55,269.3,267.3,406830,109306583.95,10-JUL-2017,4227,INE267A01025,nse
HIRECT,EQ,90,90.9,88.75,89.05,88.75,88.6,1042,93336.95,10-JUL-2017,21,INE835D01023,nse
HISARMETAL,EQ,50.95,50.95,50.95,50.95,50.95,47.6,1,50.95,10-JUL-2017,1,INE598C01011,nse
HITECH,SM,145,148.5,145,148.5,148.5,147,3000,440250,10-JUL-2017,2,INE106T01017,nse
HITECHCORP,EQ,211.05,218,211.05,212.05,211.2,212.05,1183,252391,10-JUL-2017,32,INE120D01012,nse
HITECHGEAR,EQ,355,355,351,352.7,352,352.25,1054,371796.55,10-JUL-2017,45,INE127B01011,nse
HMT,BZ,37.2,38.5,36.75,38.5,38.5,38.1,410,15235.25,10-JUL-2017,7,INE262A01018,nse
HMVL,EQ,277,286.7,273.9,276.95,276.1,276.2,2952,817849.55,10-JUL-2017,63,INE871K01015,nse
HNGSNGBEES,EQ,2575,2575,2427.3,2427.3,2427.3,2399.99,10,25011.5,10-JUL-2017,2,INF732E01227,nse
HOCL,EQ,24.45,26,24.45,25.35,25.2,24.85,10697,273690.75,10-JUL-2017,65,INE048A01011,nse
HONAUT,EQ,11902,12150,11902,12097.55,12095,11982.05,357,4316286.6,10-JUL-2017,66,INE671A01010,nse
HONDAPOWER,EQ,1351,1361.2,1341.5,1347.85,1341.5,1336.05,395,532669.2,10-JUL-2017,41,INE634A01018,nse
HOTELEELA,EQ,22.45,24,21.7,23.05,23.05,21.95,403858,9278921.6,10-JUL-2017,649,INE102A01024,nse
HOVS,BE,308.65,319.5,308.6,312,311.3,315.55,1714,535995.85,10-JUL-2017,39,INE596H01014,nse
HPL,EQ,134.45,134.9,132,133.95,133.8,132.75,28572,3819159.65,10-JUL-2017,387,INE495S01016,nse
HSCL,EQ,74.05,76.45,73.8,74.6,75,74.25,87141,6528825.1,10-JUL-2017,425,INE019C01026,nse
HSIL,EQ,405,405,356.4,400.05,400,405.05,26717,10676307.3,10-JUL-2017,548,INE415A01038,nse
HTMEDIA,EQ,81.5,82.3,81.05,81.8,81.75,81.5,8794,718067.9,10-JUL-2017,107,INE501G01024,nse
HUBTOWN,EQ,135,135,117.6,129.9,129.8,131.2,30381,3978515.65,10-JUL-2017,397,INE703H01016,nse
HUDCO,EQ,69.4,82.8,69,69.5,69.55,69,407351,28290434.1,10-JUL-2017,2898,INE031A01017,nse
HUDCO,N2,1188,1188,1183.9,1184.59,1184,1184.19,1386,1641985.65,10-JUL-2017,14,INE031A07840,nse
HUDCO,N3,1110,1110,1102.6,1106.15,1106.11,1110.99,485,535824.9,10-JUL-2017,15,INE031A07832,nse
HUDCO,N5,1144.5,1144.8,1144.5,1144.65,1144.8,1140,10,11446.5,10-JUL-2017,2,INE031A07865,nse
HUDCO,N6,1050,1050,1050,1050,1050,1100,20,21e3,10-JUL-2017,1,INE031A07873,nse
HUDCO,N7,1030.35,1030.35,1030.35,1030.35,1030.35,1070,20,20607,10-JUL-2017,1,INE031A07881,nse
HUDCO,NE,1321,1321,1321,1321,1321,1337.9,20,26420,10-JUL-2017,1,INE031A07AB2,nse
IBREALEST,EQ,211.25,225.1,204,211.65,209.15,204.65,4121779,866909385.8,10-JUL-2017,16335,INE069I01010,nse
IBULHSGFIN,EQ,1097.4,1100,1035.3,1069.45,1070,1065.45,471923,505268628.2,10-JUL-2017,8963,INE148I01020,nse
IBULHSGFIN,N4,975.5,975.5,975.5,975.5,975.5,975,1,975.5,10-JUL-2017,1,INE148I07GD0,nse
IBULHSGFIN,NA,1079,1079,1079,1079,1079,1079,4,4316,10-JUL-2017,2,INE148I07GL3,nse
IBULHSGFIN,NC,1000.5,1000.5,1000.5,1000.5,1000.5,1e3,2,2001,10-JUL-2017,1,INE148I08231,nse
IBVENTURES,EQ,180,180,170,177.1,175.95,173.7,594103,105309340.15,10-JUL-2017,4151,INE274G01010,nse
ICICIBANK,EQ,305.15,305.15,286.15,291.45,291.9,289.7,1371383,399911897.95,10-JUL-2017,12669,INE090A01021,nse
ICICIPRULI,EQ,500,500,477,484.2,484.8,482.85,122902,59725179.35,10-JUL-2017,1758,INE726G01019,nse
ICIL,EQ,165.8,168.5,164.2,166.45,166.4,164.3,213905,35689271.65,10-JUL-2017,2573,INE483B01026,nse
ICRA,EQ,4139.95,4139.95,4001,4034.9,4011.05,4028.5,642,2591828.25,10-JUL-2017,156,INE725G01011,nse
ICSA,EQ,2.95,3,2.75,2.9,2.8,2.85,64496,188961.7,10-JUL-2017,44,INE306B01029,nse
IDBI,EQ,57,58.3,56,58.1,57.85,56.35,1475634,85290292.2,10-JUL-2017,4443,INE008A01015,nse
IDBIGOLD,EQ,2718,2718,2526.05,2536.8,2540.05,2572.2,100,253172.45,10-JUL-2017,23,INF397L01554,nse
IDEA,EQ,85,91.65,79.6,87.2,87.05,83.35,6257489,542988182.3,10-JUL-2017,13364,INE669E01016,nse
IDFC,EQ,65.9,68.9,56,56.5,56.45,59.95,11221799,650556667.8,10-JUL-2017,24189,INE043D01016,nse
IDFCBANK,EQ,71.15,71.15,58.5,65.2,65.15,64.7,14012205,918786446.7,10-JUL-2017,33131,INE092T01019,nse
IDFCBANK,N2,8035,8035,8035,8035,8035,8040,12,96420,10-JUL-2017,3,INE092T08CD4,nse
IDFCBANK,N3,4950.05,4950.05,4950.05,4950.05,4950.05,4980,2,9900.1,10-JUL-2017,2,INE092T08CE2,nse
IDFCBANK,N4,7470,7550,7470,7550,7550,7600.02,8,60080,10-JUL-2017,3,INE092T08CF9,nse
IDFCBANK,N6,7782,7782,7782,7782,7782,7790,18,140076,10-JUL-2017,4,INE092T08CH5,nse
IDFCBANK,N8,7860,7860,7860,7860,7860,7871,8,62880,10-JUL-2017,2,INE092T08CJ1,nse
IDFCBANK,N9,5300,5301,5300,5300,5300,5310,8,42402,10-JUL-2017,3,INE092T08CK9,nse
IDFCBANK,NA,7911,7911,7911,7911,7911,7950.6,8,63288,10-JUL-2017,2,INE092T08CL7,nse
IDFCBANK,NB,5150,5175,5150,5174.5,5174.5,5165,12,61951.1,10-JUL-2017,8,INE092T08CM5,nse
IDFCBANK,NC,7670,7675,7661,7675,7675,7671,39,299137.7,10-JUL-2017,12,INE092T08CN3,nse
IDFCBANK,NE,7330,7330,7330,7330,7330,7340,8,58640,10-JUL-2017,2,INE092T08CP8,nse
IDFNIFTYET,EQ,98.45,98.45,98.02,98.02,98.02,97.01,45,4429.82,10-JUL-2017,5,INF194KA1U07,nse
IFBAGRO,EQ,448.6,458.5,432,434.4,434.1,443.7,3112,1356218.35,10-JUL-2017,129,INE076C01018,nse
IFBIND,EQ,739.45,775,727.4,743.4,740.15,745.1,3351,2495423.55,10-JUL-2017,88,INE559A01017,nse
IFCI,EQ,27.65,27.65,26.25,26.5,26.5,26.35,1320467,35155837.55,10-JUL-2017,2202,INE039A01010,nse
IFCI,NH,1131,1139,1131,1139,1139,1060,30,34082,10-JUL-2017,2,INE039A07801,nse
IFGLREFRAC,EQ,250,258,227.95,249.4,249,253,4665,1171757.5,10-JUL-2017,186,INE023B01012,nse
IGARASHI,EQ,1021.65,1034,1003,1015.85,1019.9,1014.6,5620,5732337.7,10-JUL-2017,288,INE188B01013,nse
IGL,EQ,1072,1081,1070,1072.3,1070.75,1072.35,20737,22253776.5,10-JUL-2017,621,INE203G01019,nse
IGPL,EQ,465.15,469.9,450,462.95,463,465.1,9978,4637509.15,10-JUL-2017,520,INE204A01010,nse
IIFL,EQ,598.05,603,507.25,599.3,599,600.55,12754,7641999.75,10-JUL-2017,413,INE530B01024,nse
IIFLFIN,N5,1059,1068,1055.51,1055.7,1055.51,1056.16,145,153403.79,10-JUL-2017,10,INE866I08139,nse
IIHFL,N1,1036.2,1047,1036.2,1044.12,1046.5,1048,345,358865.65,10-JUL-2017,10,INE477L07040,nse
IIHFL,N2,1083.99,1084,1082,1082,1082,1081.51,484,523810.75,10-JUL-2017,13,INE477L08014,nse
IL&FSENGG,EQ,50,50,45.55,46.2,45.95,45.65,12347,569670.35,10-JUL-2017,119,INE369I01014,nse
IL&FSTRANS,EQ,100,100,98.8,99.3,99.25,98.8,33269,3304666.05,10-JUL-2017,302,INE975G01012,nse
IMFA,EQ,540,551.45,532,537.55,540,532.65,10791,5823800.65,10-JUL-2017,466,INE919H01018,nse
IMPAL,EQ,780,850,780,805.8,807,811,129,103660.7,10-JUL-2017,47,INE547E01014,nse
IMPEXFERRO,EQ,1.2,1.2,1.1,1.1,1.15,1.15,5986,6815.1,10-JUL-2017,7,INE691G01015,nse
INDBANK,EQ,16.35,16.95,15.55,16.6,16.75,16.5,11950,199723.25,10-JUL-2017,73,INE841B01017,nse
INDHOTEL,EQ,127.9,128.35,126.65,127.4,127.7,127.25,40997,5225315.75,10-JUL-2017,415,INE053A01029,nse
INDIACEM,EQ,205,215,201.85,205.25,206,203.5,620191,127148066.2,10-JUL-2017,4324,INE383A01012,nse
INDIAGLYCO,EQ,197.65,198.75,195.45,196.25,196.75,198.55,9139,1795314.95,10-JUL-2017,165,INE560A01015,nse
INDIANB,EQ,314.05,329,293.05,307,307,299.1,416733,127985982.35,10-JUL-2017,6889,INE562A01011,nse
INDIANCARD,EQ,197,201.8,197,201.8,201.8,197.6,35,7015,10-JUL-2017,2,INE061A01014,nse
INDIANHUME,EQ,520,534,516,528.85,530.1,515.95,11088,5864458,10-JUL-2017,504,INE323C01030,nse
INDIGO,EQ,1268,1268.55,1218.6,1239.2,1239.5,1247.6,77479,96423395.6,10-JUL-2017,4296,INE646L01027,nse
INDIGRID,IV,92.84,92.84,92.65,92.65,92.65,92.84,40824,3787803.81,10-JUL-2017,6,INE219X23014,nse
INDLMETER,EQ,94,99.95,93,96.45,96.85,93.75,130,12501.8,10-JUL-2017,21,INE065B01013,nse
INDNIPPON,EQ,635,649,591,637,637,645.45,3166,2012299.25,10-JUL-2017,76,INE092B01017,nse
INDOCO,EQ,195.8,199.4,194,195.8,196,194.45,7955,1559898.2,10-JUL-2017,150,INE873D01024,nse
INDORAMA,EQ,31,31.25,30.55,30.7,30.6,30.85,4232,130208,10-JUL-2017,27,INE156A01020,nse
INDOSOLAR,BE,7.5,7.5,7.25,7.3,7.25,7.2,28669,211006.8,10-JUL-2017,53,INE866K01015,nse
INDOTECH,EQ,195,198.7,194.85,198.7,198.6,196.05,202,39944.05,10-JUL-2017,10,INE332H01014,nse
INDOTHAI,EQ,42,48.95,42,48.95,48.95,40.8,75643,3584024.95,10-JUL-2017,614,INE337M01013,nse
INDOWIND,BE,5.5,5.65,5.5,5.5,5.55,5.65,15617,86475.9,10-JUL-2017,21,INE227G01018,nse
INDRAMEDCO,EQ,54.3,54.75,53.85,54,53.9,54.25,17445,946633.9,10-JUL-2017,169,INE681B01017,nse
